Offset Frequency (Hz),Phase Noise (dBc/Hz)
+1.97048731486e+002,-1.26082777831e+002
+2.00597530110e+002,-1.26455225453e+002
+2.04210241715e+002,-1.26533032470e+002
+2.07888017356e+002,-1.27193914442e+002
+2.11632028822e+002,-1.27280928813e+002
+2.15443469003e+002,-1.27243599475e+002
+2.19323552273e+002,-1.27346448899e+002
+2.23273514878e+002,-1.27502683082e+002
+2.27294615326e+002,-1.27492881942e+002
+2.31388134792e+002,-1.27941938983e+002
+2.35555377526e+002,-1.28248283154e+002
+2.39797671264e+002,-1.27866925126e+002
+2.44116367658e+002,-1.28084044759e+002
+2.48512842698e+002,-1.28112116674e+002
+2.52988497160e+002,-1.28406034948e+002
+2.57544757045e+002,-1.28513805720e+002
+2.62183074038e+002,-1.28770180333e+002
+2.66904925965e+002,-1.28605278910e+002
+2.71711817270e+002,-1.28572831827e+002
+2.76605279492e+002,-1.28421678274e+002
+2.81586871751e+002,-1.27900398622e+002
+2.86658181246e+002,-1.29171999930e+002
+2.91820823764e+002,-1.29575230991e+002
+2.97076444190e+002,-1.29815348806e+002
+3.02426717031e+002,-1.29831793232e+002
+3.07873346955e+002,-1.29715899603e+002
+3.13418069329e+002,-1.29779857307e+002
+3.19062650773e+002,-1.29880361682e+002
+3.24808889724e+002,-1.29335251120e+002
+3.30658617009e+002,-1.30967867409e+002
+3.36613696427e+002,-1.31384864767e+002
+3.42676025343e+002,-1.30902536010e+002
+3.48847535295e+002,-1.31259740778e+002
+3.55130192606e+002,-1.31472515119e+002
+3.61525999011e+002,-1.31767323988e+002
+3.68036992298e+002,-1.31702781137e+002
+3.74665246955e+002,-1.31108322610e+002
+3.81412874828e+002,-1.31966375989e+002
+3.88282025801e+002,-1.32448403046e+002
+3.95274888473e+002,-1.33162627765e+002
+4.02393690862e+002,-1.33271910194e+002
+4.09640701111e+002,-1.32336303471e+002
+4.17018228212e+002,-1.33117935024e+002
+4.24528622739e+002,-1.33210129258e+002
+4.32174277604e+002,-1.33669790710e+002
+4.39957628810e+002,-1.33570835978e+002
+4.47881156235e+002,-1.33823288726e+002
+4.55947384417e+002,-1.33033844324e+002
+4.64158883361e+002,-1.32277659548e+002
+4.72518269359e+002,-1.33441300614e+002
+4.81028205818e+002,-1.33342502474e+002
+4.89691404115e+002,-1.33863586469e+002
+4.98510624459e+002,-1.34348765702e+002
+5.07488676766e+002,-1.34667139130e+002
+5.16628421561e+002,-1.35041001358e+002
+5.25932770886e+002,-1.35206998807e+002
+5.35404689227e+002,-1.35831841080e+002
+5.45047194461e+002,-1.35136832418e+002
+5.54863358815e+002,-1.34649315280e+002
+5.64856309846e+002,-1.34497407374e+002
+5.75029231439e+002,-1.35792596611e+002
+5.85385364818e+002,-1.35698058875e+002
+5.95928009583e+002,-1.35960430578e+002
+6.06660524757e+002,-1.35935012033e+002
+6.17586329859e+002,-1.35704277413e+002
+6.28708905992e+002,-1.36198514799e+002
+6.40031796953e+002,-1.36302527929e+002
+6.51558610364e+002,-1.35476371175e+002
+6.63293018816e+002,-1.36122501173e+002
+6.75238761044e+002,-1.36841830708e+002
+6.87399643118e+002,-1.36547385328e+002
+6.99779539652e+002,-1.36854090981e+002
+7.12382395042e+002,-1.36184099062e+002
+7.25212224722e+002,-1.37034821869e+002
+7.38273116442e+002,-1.36718914872e+002
+7.51569231572e+002,-1.36820649470e+002
+7.65104806427e+002,-1.37524473320e+002
+7.78884153618e+002,-1.36983571891e+002
+7.92911663423e+002,-1.37376978096e+002
+8.07191805189e+002,-1.37705260838e+002
+8.21729128755e+002,-1.37731604671e+002
+8.36528265901e+002,-1.37096465905e+002
+8.51593931825e+002,-1.38288332644e+002
+8.66930926644e+002,-1.38768097871e+002
+8.82544136923e+002,-1.38688601860e+002
+8.98438537235e+002,-1.38021106984e+002
+9.14619191741e+002,-1.38552410138e+002
+9.31091255809e+002,-1.38600986075e+002
+9.47859977652e+002,-1.38658986949e+002
+9.64930700003e+002,-1.38108834248e+002
+9.82308861817e+002,-1.38826133052e+002
+1.00000000000e+003,-1.38310672086e+002
+1.01800975118e+003,-1.38446533489e+002
+1.03634385350e+003,-1.40108284150e+002
+1.05500814844e+003,-1.39480944168e+002
+1.07400858268e+003,-1.39318354916e+002
+1.09335121002e+003,-1.39712044693e+002
+1.11304219327e+003,-1.39874152299e+002
+1.13308780622e+003,-1.40218928127e+002
+1.15349443568e+003,-1.40384877427e+002
+1.17426858345e+003,-1.41473205533e+002
+1.19541686846e+003,-1.40214678472e+002
+1.21694602882e+003,-1.40759003907e+002
+1.23886292399e+003,-1.37819372094e+002
+1.26117453700e+003,-1.37426741473e+002
+1.28388797661e+003,-1.40968436697e+002
+1.30701047961e+003,-1.40390883192e+002
+1.33054941314e+003,-1.40815385678e+002
+1.35451227700e+003,-1.40524533386e+002
+1.37890670608e+003,-1.42159004172e+002
+1.40374047276e+003,-1.41199176548e+002
+1.42902148939e+003,-1.41250562736e+002
+1.45475781085e+003,-1.41780743500e+002
+1.48095763705e+003,-1.40603169124e+002
+1.50762931560e+003,-1.41856740774e+002
+1.53478134445e+003,-1.41644275569e+002
+1.56242237458e+003,-1.43298361534e+002
+1.59056121278e+003,-1.43036138210e+002
+1.61920682446e+003,-1.43859231378e+002
+1.64836833648e+003,-1.43673490011e+002
+1.67805504007e+003,-1.43544707147e+002
+1.70827639381e+003,-1.43153566273e+002
+1.73904202661e+003,-1.43435907163e+002
+1.77036174080e+003,-1.43318847459e+002
+1.80224551525e+003,-1.44188039041e+002
+1.83470350855e+003,-1.43921046219e+002
+1.86774606222e+003,-1.42419365662e+002
+1.90138370407e+003,-1.43469084999e+002
+1.93562715148e+003,-1.44308609832e+002
+1.97048731486e+003,-1.44345042156e+002
+2.00597530110e+003,-1.44432339907e+002
+2.04210241715e+003,-1.44830790301e+002
+2.07888017356e+003,-1.44777150854e+002
+2.11632028822e+003,-1.44528490942e+002
+2.15443469003e+003,-1.44174695148e+002
+2.19323552273e+003,-1.45402340333e+002
+2.23273514878e+003,-1.45162369930e+002
+2.27294615326e+003,-1.45294596755e+002
+2.31388134792e+003,-1.45756363677e+002
+2.35555377526e+003,-1.44974037773e+002
+2.39797671264e+003,-1.45866807899e+002
+2.44116367658e+003,-1.45708518078e+002
+2.48512842698e+003,-1.45799765655e+002
+2.52988497160e+003,-1.45645023653e+002
+2.57544757045e+003,-1.45867843057e+002
+2.62183074038e+003,-1.45665241961e+002
+2.66904925965e+003,-1.46662150830e+002
+2.71711817270e+003,-1.46049509766e+002
+2.76605279492e+003,-1.46064036352e+002
+2.81586871751e+003,-1.45644479376e+002
+2.86658181246e+003,-1.47110480443e+002
+2.91820823764e+003,-1.45721421648e+002
+2.97076444190e+003,-1.46612069794e+002
+3.02426717031e+003,-1.45972344433e+002
+3.07873346955e+003,-1.46226992944e+002
+3.13418069329e+003,-1.47291541660e+002
+3.19062650773e+003,-1.46565512559e+002
+3.24808889724e+003,-1.46517171744e+002
+3.30658617009e+003,-1.46907531184e+002
+3.36613696427e+003,-1.46596324371e+002
+3.42676025343e+003,-1.47922862574e+002
+3.48847535295e+003,-1.47123770654e+002
+3.55130192606e+003,-1.47433132708e+002
+3.61525999011e+003,-1.47638227437e+002
+3.68036992298e+003,-1.48217805431e+002
+3.74665246955e+003,-1.46179110251e+002
+3.81412874828e+003,-1.47164509744e+002
+3.88282025801e+003,-1.47427010858e+002
+3.95274888473e+003,-1.47357369088e+002
+4.02393690862e+003,-1.48341641468e+002
+4.09640701111e+003,-1.47730820164e+002
+4.17018228212e+003,-1.48042000731e+002
+4.24528622739e+003,-1.47492905191e+002
+4.32174277604e+003,-1.48946536906e+002
+4.39957628810e+003,-1.48510140389e+002
+4.47881156235e+003,-1.48061664946e+002
+4.55947384417e+003,-1.48729174391e+002
+4.64158883361e+003,-1.48618320630e+002
+4.72518269359e+003,-1.48376248584e+002
+4.81028205818e+003,-1.48853805908e+002
+4.89691404115e+003,-1.49839913410e+002
+4.98510624459e+003,-1.49290491288e+002
+5.07488676766e+003,-1.48951051997e+002
+5.16628421561e+003,-1.48951301032e+002
+5.25932770886e+003,-1.48803382155e+002
+5.35404689227e+003,-1.48492974479e+002
+5.45047194461e+003,-1.50255684667e+002
+5.54863358815e+003,-1.49824538516e+002
+5.64856309846e+003,-1.49439077074e+002
+5.75029231439e+003,-1.49776301487e+002
+5.85385364818e+003,-1.49419756825e+002
+5.95928009583e+003,-1.48945822019e+002
+6.06660524757e+003,-1.49287320754e+002
+6.17586329859e+003,-1.49436265512e+002
+6.28708905992e+003,-1.49648549170e+002
+6.40031796953e+003,-1.49584390615e+002
+6.51558610364e+003,-1.50024396279e+002
+6.63293018816e+003,-1.50489853664e+002
+6.75238761044e+003,-1.50038615015e+002
+6.87399643118e+003,-1.50246219758e+002
+6.99779539652e+003,-1.50415520731e+002
+7.12382395042e+003,-1.50231731857e+002
+7.25212224722e+003,-1.50397047007e+002
+7.38273116442e+003,-1.49402944935e+002
+7.51569231572e+003,-1.49526349984e+002
+7.65104806427e+003,-1.50761454763e+002
+7.78884153618e+003,-1.51313028758e+002
+7.92911663423e+003,-1.51392954145e+002
+8.07191805189e+003,-1.51338495163e+002
+8.21729128755e+003,-1.51548699882e+002
+8.36528265901e+003,-1.50533699964e+002
+8.51593931825e+003,-1.51417999006e+002
+8.66930926644e+003,-1.50761417144e+002
+8.82544136923e+003,-1.51515063303e+002
+8.98438537235e+003,-1.51539708807e+002
+9.14619191741e+003,-1.51296039616e+002
+9.31091255809e+003,-1.51495699813e+002
+9.47859977652e+003,-1.50963151453e+002
+9.64930700003e+003,-1.51672458148e+002
+9.82308861817e+003,-1.51528578128e+002
+1.00000000000e+004,-1.51266309105e+002
+1.01800975118e+004,-1.51321862543e+002
+1.03634385350e+004,-1.51877511250e+002
+1.05500814844e+004,-1.52718666531e+002
+1.07400858268e+004,-1.51634863660e+002
+1.09335121002e+004,-1.52027077660e+002
+1.11304219327e+004,-1.52420923040e+002
+1.13308780622e+004,-1.51901584860e+002
+1.15349443568e+004,-1.52098840833e+002
+1.17426858345e+004,-1.51905370205e+002
+1.19541686846e+004,-1.50968678353e+002
+1.21694602882e+004,-1.48232220176e+002
+1.23886292399e+004,-1.52119528259e+002
+1.26117453700e+004,-1.52861254812e+002
+1.28388797661e+004,-1.53144460154e+002
+1.30701047961e+004,-1.52995891474e+002
