Offset Frequency (Hz),Phase Noise (dBc/Hz)
+5.25932770886e+002,+0.00000000000e+000
+5.35404689227e+002,+0.00000000000e+000
+5.45047194461e+002,+0.00000000000e+000
+5.54863358815e+002,+0.00000000000e+000
+5.64856309846e+002,+0.00000000000e+000
+5.75029231439e+002,+0.00000000000e+000
+5.85385364818e+002,+0.00000000000e+000
+5.95928009583e+002,+0.00000000000e+000
+6.06660524757e+002,+0.00000000000e+000
+6.17586329859e+002,+0.00000000000e+000
+6.28708905992e+002,+0.00000000000e+000
+6.40031796953e+002,+0.00000000000e+000
+6.51558610364e+002,+0.00000000000e+000
+6.63293018816e+002,+0.00000000000e+000
+6.75238761044e+002,+0.00000000000e+000
+6.87399643118e+002,+0.00000000000e+000
+6.99779539652e+002,+0.00000000000e+000
+7.12382395042e+002,+0.00000000000e+000
+7.25212224722e+002,+0.00000000000e+000
+7.38273116442e+002,+0.00000000000e+000
+7.51569231572e+002,+0.00000000000e+000
+7.65104806427e+002,+0.00000000000e+000
+7.78884153618e+002,+0.00000000000e+000
+7.92911663423e+002,+0.00000000000e+000
+8.07191805189e+002,+0.00000000000e+000
+8.21729128755e+002,+0.00000000000e+000
+8.36528265901e+002,+0.00000000000e+000
+8.51593931825e+002,+0.00000000000e+000
+8.66930926644e+002,+0.00000000000e+000
+8.82544136923e+002,+0.00000000000e+000
+8.98438537235e+002,+0.00000000000e+000
+9.14619191741e+002,+0.00000000000e+000
+9.31091255809e+002,+0.00000000000e+000
+9.47859977652e+002,+0.00000000000e+000
+9.64930700003e+002,+0.00000000000e+000
+9.82308861817e+002,+0.00000000000e+000
+1.00000000000e+003,+0.00000000000e+000
+1.01800975118e+003,+0.00000000000e+000
+1.03634385350e+003,+0.00000000000e+000
+1.05500814844e+003,+0.00000000000e+000
+1.07400858268e+003,+0.00000000000e+000
+1.09335121002e+003,+0.00000000000e+000
+1.11304219327e+003,+0.00000000000e+000
+1.13308780622e+003,+0.00000000000e+000
+1.15349443568e+003,+0.00000000000e+000
+1.17426858345e+003,+0.00000000000e+000
+1.19541686846e+003,+0.00000000000e+000
+1.21694602882e+003,+0.00000000000e+000
+1.23886292399e+003,+0.00000000000e+000
+1.26117453700e+003,+0.00000000000e+000
+1.28388797661e+003,+0.00000000000e+000
+1.30701047961e+003,+0.00000000000e+000
+1.33054941314e+003,+0.00000000000e+000
+1.35451227700e+003,+0.00000000000e+000
+1.37890670608e+003,+0.00000000000e+000
+1.40374047276e+003,+0.00000000000e+000
+1.42902148939e+003,+0.00000000000e+000
+1.45475781085e+003,+0.00000000000e+000
+1.48095763705e+003,+0.00000000000e+000
+1.50762931560e+003,+0.00000000000e+000
+1.53478134445e+003,+0.00000000000e+000
+1.56242237458e+003,+0.00000000000e+000
+1.59056121278e+003,+0.00000000000e+000
+1.61920682446e+003,+0.00000000000e+000
+1.64836833648e+003,+0.00000000000e+000
+1.67805504007e+003,+0.00000000000e+000
+1.70827639381e+003,+0.00000000000e+000
+1.73904202661e+003,+0.00000000000e+000
+1.77036174080e+003,+0.00000000000e+000
+1.80224551525e+003,+0.00000000000e+000
+1.83470350855e+003,+0.00000000000e+000
+1.86774606222e+003,+0.00000000000e+000
+1.90138370407e+003,+0.00000000000e+000
+1.93562715148e+003,+0.00000000000e+000
+1.97048731486e+003,+0.00000000000e+000
+2.00597530110e+003,+0.00000000000e+000
+2.04210241715e+003,+0.00000000000e+000
+2.07888017356e+003,+0.00000000000e+000
+2.11632028822e+003,+0.00000000000e+000
+2.15443469003e+003,+0.00000000000e+000
+2.19323552273e+003,+0.00000000000e+000
+2.23273514878e+003,+0.00000000000e+000
+2.27294615326e+003,+0.00000000000e+000
+2.31388134792e+003,+0.00000000000e+000
+2.35555377526e+003,+0.00000000000e+000
+2.39797671264e+003,+0.00000000000e+000
+2.44116367658e+003,+0.00000000000e+000
+2.48512842698e+003,+0.00000000000e+000
+2.52988497160e+003,+0.00000000000e+000
+2.57544757045e+003,+0.00000000000e+000
+2.62183074038e+003,+0.00000000000e+000
+2.66904925965e+003,+0.00000000000e+000
+2.71711817270e+003,+0.00000000000e+000
+2.76605279492e+003,+0.00000000000e+000
+2.81586871751e+003,+0.00000000000e+000
+2.86658181246e+003,+0.00000000000e+000
+2.91820823764e+003,+0.00000000000e+000
+2.97076444190e+003,+0.00000000000e+000
+3.02426717031e+003,+0.00000000000e+000
+3.07873346955e+003,+0.00000000000e+000
+3.13418069329e+003,+0.00000000000e+000
+3.19062650773e+003,+0.00000000000e+000
+3.24808889724e+003,+0.00000000000e+000
