Offset Frequency (Hz),Phase Noise (dBc/Hz)
+3.36613696427e+003,-1.41929373873e+002
+3.42676025343e+003,-1.41360365784e+002
+3.48847535295e+003,-1.46077882578e+002
+3.55130192606e+003,-1.44415080064e+002
+3.61525999011e+003,-1.43256979487e+002
+3.68036992298e+003,-1.47604220551e+002
+3.74665246955e+003,-1.45234506873e+002
+3.81412874828e+003,-1.44786194399e+002
+3.88282025801e+003,-1.42984234270e+002
+3.95274888473e+003,-1.42176336469e+002
+4.02393690862e+003,-1.45592875709e+002
+4.09640701111e+003,-1.42692777357e+002
+4.17018228212e+003,-1.43653175886e+002
+4.24528622739e+003,-1.41518789081e+002
+4.32174277604e+003,-1.42404800974e+002
+4.39957628810e+003,-1.48196481424e+002
+4.47881156235e+003,-1.47464619391e+002
+4.55947384417e+003,-1.44536219707e+002
+4.64158883361e+003,-1.44549945755e+002
+4.72518269359e+003,-1.47010974368e+002
+4.81028205818e+003,-1.42761858598e+002
+4.89691404115e+003,-1.49815724165e+002
+4.98510624459e+003,-1.44437449951e+002
+5.07488676766e+003,-1.44640960680e+002
+5.16628421561e+003,-1.43131718770e+002
+5.25932770886e+003,-1.43707725357e+002
+5.35404689227e+003,-1.43972253803e+002
+5.45047194461e+003,-1.43314441736e+002
+5.54863358815e+003,-1.45133864668e+002
+5.64856309846e+003,-1.48266631541e+002
+5.75029231439e+003,-1.46278304975e+002
+5.85385364818e+003,-1.44771153213e+002
+5.95928009583e+003,-1.49419199319e+002
+6.06660524757e+003,-1.43956597615e+002
+6.17586329859e+003,-1.46767743966e+002
+6.28708905992e+003,-1.47158396869e+002
+6.40031796953e+003,-1.46012624883e+002
+6.51558610364e+003,-1.48272938578e+002
+6.63293018816e+003,-1.45894166926e+002
+6.75238761044e+003,-1.45680419106e+002
+6.87399643118e+003,-1.46493756973e+002
+6.99779539652e+003,-1.44903847047e+002
+7.12382395042e+003,-1.45208384497e+002
+7.25212224722e+003,-1.45370125206e+002
+7.38273116442e+003,-1.46689525059e+002
+7.51569231572e+003,-1.47711757291e+002
+7.65104806427e+003,-1.49175426301e+002
+7.78884153618e+003,-1.47514730479e+002
+7.92911663423e+003,-1.47066868959e+002
+8.07191805189e+003,-1.45733780886e+002
+8.21729128755e+003,-1.47981254019e+002
+8.36528265901e+003,-1.52751292156e+002
+8.51593931825e+003,-1.54631325203e+002
+8.66930926644e+003,-1.49442619835e+002
+8.82544136923e+003,-1.49110813231e+002
+8.98438537235e+003,-1.46255825436e+002
+9.14619191741e+003,-1.47896384712e+002
+9.31091255809e+003,-1.48594578628e+002
+9.47859977652e+003,-1.45195440803e+002
+9.64930700003e+003,-1.48855807322e+002
+9.82308861817e+003,-1.47639388626e+002
+1.00000000000e+004,-1.46231666942e+002
+1.01800975118e+004,-1.46857946534e+002
+1.03634385350e+004,-1.52900040225e+002
+1.05500814844e+004,-1.52541569773e+002
+1.07400858268e+004,-1.47886755759e+002
+1.09335121002e+004,-1.49945508895e+002
+1.11304219327e+004,-1.58911917803e+002
+1.13308780622e+004,-1.50042336918e+002
+1.15349443568e+004,-1.49058232575e+002
+1.17426858345e+004,-1.50394358420e+002
+1.19541686846e+004,-1.48321722577e+002
+1.21694602882e+004,-1.48003183924e+002
+1.23886292399e+004,-1.47986565971e+002
+1.26117453700e+004,-1.49796821288e+002
+1.28388797661e+004,-1.50573329621e+002
+1.30701047961e+004,-1.49077436519e+002
+1.33054941314e+004,-1.49639598220e+002
+1.35451227700e+004,-1.50327587303e+002
+1.37890670608e+004,-1.50962660135e+002
+1.40374047276e+004,-1.50697953978e+002
+1.42902148939e+004,-1.50585985540e+002
+1.45475781085e+004,-1.50340153072e+002
+1.48095763705e+004,-1.49231185553e+002
+1.50762931560e+004,-1.50689107124e+002
+1.53478134445e+004,-1.50639098886e+002
+1.56242237458e+004,-1.51020203444e+002
+1.59056121278e+004,-1.49908193343e+002
+1.61920682446e+004,-1.50077166439e+002
+1.64836833648e+004,-1.50240173869e+002
+1.67805504007e+004,-1.53323216390e+002
+1.70827639381e+004,-1.51874191351e+002
+1.73904202661e+004,-1.51794093955e+002
+1.77036174080e+004,-1.51421356961e+002
+1.80224551525e+004,-1.54069417955e+002
+1.83470350855e+004,-1.54700484922e+002
+1.86774606222e+004,-1.54425811523e+002
+1.90138370407e+004,-1.55329753952e+002
+1.93562715148e+004,-1.54651758551e+002
+1.97048731486e+004,-1.54152564515e+002
+2.00597530110e+004,-1.51548864527e+002
+2.04210241715e+004,-1.52711768353e+002
+2.07888017356e+004,-1.54718408852e+002
+2.11632028822e+004,-1.53704866971e+002
+2.15443469003e+004,-1.52423730738e+002
+2.19323552273e+004,-1.49333912143e+002
+2.23273514878e+004,-1.50433641577e+002
+2.27294615326e+004,-1.51769536182e+002
+2.31388134792e+004,-1.52048478375e+002
+2.35555377526e+004,-1.50851561035e+002
+2.39797671264e+004,-1.54367088734e+002
+2.44116367658e+004,-1.50505654580e+002
+2.48512842698e+004,-1.54134525870e+002
+2.52988497160e+004,-1.52400984573e+002
+2.57544757045e+004,-1.53298355910e+002
+2.62183074038e+004,-1.53164234955e+002
+2.66904925965e+004,-1.53418698811e+002
+2.71711817270e+004,-1.52427573943e+002
+2.76605279492e+004,-1.53126644460e+002
+2.81586871751e+004,-1.53126570628e+002
+2.86658181246e+004,-1.52084660221e+002
+2.91820823764e+004,-1.53803963450e+002
+2.97076444190e+004,-1.50657252002e+002
+3.02426717031e+004,-1.52563078984e+002
+3.07873346955e+004,-1.52987023639e+002
+3.13418069329e+004,-1.52087171866e+002
+3.19062650773e+004,-1.51240158196e+002
+3.24808889724e+004,-1.54304899660e+002
+3.30658617009e+004,-1.53624972073e+002
