Offset Frequency (Hz),Phase Noise (dBc/Hz)
+5.25932770886e+002,-1.35537779436e+002
+5.35404689227e+002,-1.36295984148e+002
+5.45047194461e+002,-1.36026511247e+002
+5.54863358815e+002,-1.36063482259e+002
+5.64856309846e+002,-1.35614712394e+002
+5.75029231439e+002,-1.36467328982e+002
+5.85385364818e+002,-1.36605684818e+002
+5.95928009583e+002,-1.36876385131e+002
+6.06660524757e+002,-1.36767028458e+002
+6.17586329859e+002,-1.37103736003e+002
+6.28708905992e+002,-1.37159851785e+002
+6.40031796953e+002,-1.36861221070e+002
+6.51558610364e+002,-1.36626756340e+002
+6.63293018816e+002,-1.37814493346e+002
+6.75238761044e+002,-1.37426945176e+002
+6.87399643118e+002,-1.37621795516e+002
+6.99779539652e+002,-1.37806365537e+002
+7.12382395042e+002,-1.37221358376e+002
+7.25212224722e+002,-1.37631982327e+002
+7.38273116442e+002,-1.37398350543e+002
+7.51569231572e+002,-1.37787500889e+002
+7.65104806427e+002,-1.38600138759e+002
+7.78884153618e+002,-1.37271080376e+002
+7.92911663423e+002,-1.38498475735e+002
+8.07191805189e+002,-1.38771531721e+002
+8.21729128755e+002,-1.38621679440e+002
+8.36528265901e+002,-1.38035302039e+002
+8.51593931825e+002,-1.38757582203e+002
+8.66930926644e+002,-1.38977967449e+002
+8.82544136923e+002,-1.39130761532e+002
+8.98438537235e+002,-1.39258118016e+002
+9.14619191741e+002,-1.39433409177e+002
+9.31091255809e+002,-1.39998026343e+002
+9.47859977652e+002,-1.39271134136e+002
+9.64930700003e+002,-1.38580701792e+002
+9.82308861817e+002,-1.40172329566e+002
+1.00000000000e+003,-1.38855971952e+002
+1.01800975118e+003,-1.40239713714e+002
+1.03634385350e+003,-1.40903482146e+002
+1.05500814844e+003,-1.40202666141e+002
+1.07400858268e+003,-1.39692245128e+002
+1.09335121002e+003,-1.40238570239e+002
+1.11304219327e+003,-1.39872374251e+002
+1.13308780622e+003,-1.39357884468e+002
+1.15349443568e+003,-1.40896386274e+002
+1.17426858345e+003,-1.40500144098e+002
+1.19541686846e+003,-1.40599960316e+002
+1.21694602882e+003,-1.41080575311e+002
+1.23886292399e+003,-1.41608307407e+002
+1.26117453700e+003,-1.41418986713e+002
+1.28388797661e+003,-1.41304719773e+002
